date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan,jenis_tanah,resiko_bencana,target_commodity
11/1/2021,26.29,28.39,24.56,85.29,1.84,Meurah Mulia,Aluvial,Rendah,Padi
11/2/2021,27.03,30.15,25.17,80.02,1.28,Meurah Mulia,Aluvial,Rendah,Padi
11/3/2021,26.57,28.91,25.23,79.55,1.11,Meurah Mulia,Aluvial,Rendah,Padi
11/4/2021,25.98,28.12,24.52,84.64,1.91,Meurah Mulia,Aluvial,Rendah,Padi
11/5/2021,26.04,27.35,24.74,89.08,1.84,Meurah Mulia,Aluvial,Rendah,Padi
11/6/2021,25.96,27.42,24.95,88.65,1.51,Meurah Mulia,Aluvial,Rendah,Padi
11/7/2021,26.32,27.87,24.68,87.37,1.47,Meurah Mulia,Aluvial,Rendah,Padi
11/8/2021,26.13,26.92,25.49,89.02,1.71,Meurah Mulia,Aluvial,Rendah,Padi
11/9/2021,25.94,27.28,24.95,87.91,1.85,Meurah Mulia,Aluvial,Rendah,Padi
11/10/2021,25.83,27.61,24.58,84.21,0.91,Meurah Mulia,Aluvial,Rendah,Padi
11/11/2021,26.32,28.2,24.57,80.31,1.38,Meurah Mulia,Aluvial,Rendah,Padi
11/12/2021,25.48,27.36,24.33,87.78,2.91,Meurah Mulia,Aluvial,Rendah,Padi
11/13/2021,25.84,28,24.15,87.73,3.06,Meurah Mulia,Aluvial,Rendah,Padi
11/14/2021,26.36,29.35,23.95,82.24,1.39,Meurah Mulia,Aluvial,Rendah,Padi
11/15/2021,26.52,28.85,25.16,86.38,1.78,Meurah Mulia,Aluvial,Rendah,Padi
11/16/2021,26.68,28.8,25.08,83.24,1.42,Meurah Mulia,Aluvial,Rendah,Padi
11/17/2021,25.52,27.09,24.2,88.59,1.86,Meurah Mulia,Aluvial,Rendah,Padi
11/18/2021,25.86,28.46,23.74,82.03,1.8,Meurah Mulia,Aluvial,Rendah,Padi
11/19/2021,26.82,29.95,24.64,81.6,1.78,Meurah Mulia,Aluvial,Rendah,Padi
11/20/2021,27.41,30.52,24.51,78.82,1.71,Meurah Mulia,Aluvial,Rendah,Padi
11/21/2021,26.13,26.99,25.47,87.53,1.77,Meurah Mulia,Aluvial,Rendah,Padi
11/22/2021,26.24,27.98,25.05,84.92,1.37,Meurah Mulia,Aluvial,Rendah,Padi
11/23/2021,25.95,27.79,24.71,87.5,1.84,Meurah Mulia,Aluvial,Rendah,Padi
11/24/2021,25.68,26.87,24.82,89.65,1.49,Meurah Mulia,Aluvial,Rendah,Padi
11/25/2021,25.09,26.06,23.87,88.91,1.9,Meurah Mulia,Aluvial,Rendah,Padi
11/26/2021,25.86,29.16,23.52,77.71,1.95,Meurah Mulia,Aluvial,Rendah,Padi
11/27/2021,25.6,27.58,24.18,85.85,1.9,Meurah Mulia,Aluvial,Rendah,Padi
11/28/2021,25.48,27,24.41,87.18,1.25,Meurah Mulia,Aluvial,Rendah,Padi
11/29/2021,25.25,26.52,24.05,88.98,2.51,Meurah Mulia,Aluvial,Rendah,Padi
11/30/2021,25.69,29.06,23.28,84.44,1.86,Meurah Mulia,Aluvial,Rendah,Padi
12/1/2021,25.9,28.02,24.37,87.71,1.66,Meurah Mulia,Aluvial,Rendah,Padi
12/2/2021,25.47,26.95,24.44,90.28,1.39,Meurah Mulia,Aluvial,Rendah,Padi
12/3/2021,25.29,26.78,24.19,87.89,1.59,Meurah Mulia,Aluvial,Rendah,Padi
12/4/2021,25.73,27.02,24.67,88.23,2.03,Meurah Mulia,Aluvial,Rendah,Padi
12/5/2021,25.77,27.27,24.43,86.52,2.62,Meurah Mulia,Aluvial,Rendah,Padi
12/6/2021,25.66,27.32,24.54,82.84,1.96,Meurah Mulia,Aluvial,Rendah,Padi
12/7/2021,25.86,27.91,24.06,82.99,2.1,Meurah Mulia,Aluvial,Rendah,Padi
12/8/2021,26.48,28.4,24.86,83.57,2.06,Meurah Mulia,Aluvial,Rendah,Padi
12/9/2021,26.17,28.08,24.75,85.89,2.64,Meurah Mulia,Aluvial,Rendah,Padi
12/10/2021,26.13,27.87,24.78,84.56,1.6,Meurah Mulia,Aluvial,Rendah,Padi
12/11/2021,26.05,27.8,24.54,86.53,1.96,Meurah Mulia,Aluvial,Rendah,Padi
12/12/2021,26.13,28.2,24.81,82.97,2.29,Meurah Mulia,Aluvial,Rendah,Padi
12/13/2021,26.08,28.07,24.46,81.54,1.51,Meurah Mulia,Aluvial,Rendah,Padi
12/14/2021,26,27.69,24.77,88.43,2.27,Meurah Mulia,Aluvial,Rendah,Padi
12/15/2021,26.54,28.85,24.8,85.22,2.09,Meurah Mulia,Aluvial,Rendah,Padi
12/16/2021,26.44,28.18,25.17,84.57,1.01,Meurah Mulia,Aluvial,Rendah,Padi
12/17/2021,26.08,28.02,25.01,85.16,1.58,Meurah Mulia,Aluvial,Rendah,Padi
12/18/2021,25.08,26.89,23.97,88.39,2.2,Meurah Mulia,Aluvial,Rendah,Padi
12/19/2021,25.14,27.22,23.54,86.84,1.64,Meurah Mulia,Aluvial,Rendah,Padi
12/20/2021,25.61,27.85,24.11,86.07,2.19,Meurah Mulia,Aluvial,Rendah,Padi
12/21/2021,25.3,26.89,24.3,90.99,1.97,Meurah Mulia,Aluvial,Rendah,Padi
12/22/2021,25.78,28.37,23.95,86.52,2.48,Meurah Mulia,Aluvial,Rendah,Padi
12/23/2021,25.71,28,24.22,85.45,3,Meurah Mulia,Aluvial,Rendah,Padi
12/24/2021,25.85,28.49,23.84,79.28,2.03,Meurah Mulia,Aluvial,Rendah,Padi
12/25/2021,25.87,28.64,23.65,82.56,1.91,Meurah Mulia,Aluvial,Rendah,Padi
12/26/2021,26.01,28.77,24.04,81.57,1.72,Meurah Mulia,Aluvial,Rendah,Padi
12/27/2021,25.86,28.51,23.6,82.53,1.59,Meurah Mulia,Aluvial,Rendah,Padi
12/28/2021,26.35,28.98,24.62,81.23,1.4,Meurah Mulia,Aluvial,Rendah,Padi
12/29/2021,26.45,29.19,24.06,80.39,1.48,Meurah Mulia,Aluvial,Rendah,Padi
12/30/2021,26.46,28.18,24.89,87.09,2.17,Meurah Mulia,Aluvial,Rendah,Padi
12/31/2021,25.84,26.93,25.08,89.06,2.83,Meurah Mulia,Aluvial,Rendah,Padi
1/1/2022,26.07,27.72,24.73,86.88,2.57,Meurah Mulia,Aluvial,Rendah,Padi
1/2/2022,25.9,27.71,24.79,86.67,2.59,Meurah Mulia,Aluvial,Rendah,Padi
1/3/2022,26.18,28.06,24.66,85.08,2.4,Meurah Mulia,Aluvial,Rendah,Padi
1/4/2022,25.99,27.82,24.61,87.12,1.94,Meurah Mulia,Aluvial,Rendah,Padi
1/5/2022,25.88,27.95,24.54,86.99,1.84,Meurah Mulia,Aluvial,Rendah,Padi
1/6/2022,26,28.07,24.24,85.67,1.85,Meurah Mulia,Aluvial,Rendah,Padi
1/7/2022,26.59,29,24.68,82.84,1.33,Meurah Mulia,Aluvial,Rendah,Padi
1/8/2022,26.38,28.34,25.15,86.91,1.96,Meurah Mulia,Aluvial,Rendah,Padi
1/9/2022,26.38,28.38,24.95,85.75,2.03,Meurah Mulia,Aluvial,Rendah,Padi
1/10/2022,26.31,28.48,24.82,84.17,1.91,Meurah Mulia,Aluvial,Rendah,Padi
1/11/2022,25.84,27.65,24.48,82.58,2.2,Meurah Mulia,Aluvial,Rendah,Padi
1/12/2022,26.5,29.37,23.84,76.8,1.9,Meurah Mulia,Aluvial,Rendah,Padi
1/13/2022,25.86,28.15,24.14,81.34,2.34,Meurah Mulia,Aluvial,Rendah,Padi
1/14/2022,25.98,28.69,23.5,77.91,2.01,Meurah Mulia,Aluvial,Rendah,Padi
1/15/2022,26.09,28.68,24.15,79.84,2.01,Meurah Mulia,Aluvial,Rendah,Padi
1/16/2022,26.1,28.44,23.98,83.65,1.95,Meurah Mulia,Aluvial,Rendah,Padi
1/17/2022,26.27,28.42,24.66,85.37,2.01,Meurah Mulia,Aluvial,Rendah,Padi
1/18/2022,26.1,27.6,24.85,82.8,1.88,Meurah Mulia,Aluvial,Rendah,Padi
1/19/2022,26.49,28.46,24.33,77.77,1.32,Meurah Mulia,Aluvial,Rendah,Padi
1/20/2022,26.52,28.93,24.3,76.74,1.25,Meurah Mulia,Aluvial,Rendah,Padi
1/21/2022,26.66,29.92,24.15,79.45,1.77,Meurah Mulia,Aluvial,Rendah,Padi
1/22/2022,26.61,28.75,24.85,83.94,1.84,Meurah Mulia,Aluvial,Rendah,Padi
1/23/2022,25.44,26.25,24.48,85.24,1.6,Meurah Mulia,Aluvial,Rendah,Padi
1/24/2022,25.39,26.92,24.27,86.14,1.78,Meurah Mulia,Aluvial,Rendah,Padi
1/25/2022,25.93,27.92,24.23,83.26,1.49,Meurah Mulia,Aluvial,Rendah,Padi
1/26/2022,25.99,27.81,24.63,86.3,1.69,Meurah Mulia,Aluvial,Rendah,Padi
1/27/2022,26.52,29.34,24.23,84.32,1.64,Meurah Mulia,Aluvial,Rendah,Padi
1/28/2022,26.81,29.28,24.51,83.24,1.44,Meurah Mulia,Aluvial,Rendah,Padi
1/29/2022,27.12,29.21,25.54,82.65,1.52,Meurah Mulia,Aluvial,Rendah,Padi
1/30/2022,26.6,28.93,24.99,85.06,2.62,Meurah Mulia,Aluvial,Rendah,Padi
1/31/2022,26.55,28.96,24.72,83.89,1.91,Meurah Mulia,Aluvial,Rendah,Padi
2/1/2022,26.52,28.89,24.2,83.68,1.71,Meurah Mulia,Aluvial,Rendah,Padi
2/2/2022,26.8,29.08,24.8,82.53,1.7,Meurah Mulia,Aluvial,Rendah,Padi
2/3/2022,26.93,29.2,24.85,79.86,1.16,Meurah Mulia,Aluvial,Rendah,Padi
2/4/2022,26.75,29.02,25.07,81.73,1.35,Meurah Mulia,Aluvial,Rendah,Padi
2/5/2022,26.36,28.06,25.01,85.13,1.95,Meurah Mulia,Aluvial,Rendah,Padi
2/6/2022,25.86,27,25.04,86.78,1.81,Meurah Mulia,Aluvial,Rendah,Padi
2/7/2022,25.67,27.42,24.55,87.73,2.13,Meurah Mulia,Aluvial,Rendah,Padi
2/8/2022,26.78,29.78,24.16,79.16,1.55,Meurah Mulia,Aluvial,Rendah,Padi
2/9/2022,25.52,26.81,24.32,86.55,1.29,Meurah Mulia,Aluvial,Rendah,Padi
2/10/2022,26.27,28.89,24.56,81.08,1.49,Meurah Mulia,Aluvial,Rendah,Padi
2/11/2022,26.57,29.71,24.69,76.9,1.54,Meurah Mulia,Aluvial,Rendah,Padi
2/12/2022,26.57,28.93,24.77,80.66,1.25,Meurah Mulia,Aluvial,Rendah,Padi
2/13/2022,26.7,29.16,24.86,81.17,1.61,Meurah Mulia,Aluvial,Rendah,Padi
2/14/2022,26.57,28.43,24.79,84.6,1.57,Meurah Mulia,Aluvial,Rendah,Padi
2/15/2022,26.7,28.5,25.33,86.76,2,Meurah Mulia,Aluvial,Rendah,Padi
2/16/2022,27.06,29.79,24.99,83.99,2.1,Meurah Mulia,Aluvial,Rendah,Padi
2/17/2022,26.31,27.81,25.33,89.21,1.53,Meurah Mulia,Aluvial,Rendah,Padi
2/18/2022,27.05,29.34,25.36,83.23,1.41,Meurah Mulia,Aluvial,Rendah,Padi
2/19/2022,26.29,27.04,25.29,85.96,1.55,Meurah Mulia,Aluvial,Rendah,Padi
2/20/2022,26.66,28.35,25.54,86.09,1.5,Meurah Mulia,Aluvial,Rendah,Padi
2/21/2022,26.75,28.64,25.31,82.52,1.32,Meurah Mulia,Aluvial,Rendah,Padi
2/22/2022,26.86,28.67,25.46,80.61,1.11,Meurah Mulia,Aluvial,Rendah,Padi
2/23/2022,26.85,29.15,24.77,83.62,1.57,Meurah Mulia,Aluvial,Rendah,Padi
2/24/2022,26.54,27.41,25.56,83.06,1.42,Meurah Mulia,Aluvial,Rendah,Padi
2/25/2022,25.86,27.45,24.64,86.68,3.11,Meurah Mulia,Aluvial,Rendah,Padi
2/26/2022,25.37,26.79,24.23,88.66,2.85,Meurah Mulia,Aluvial,Rendah,Padi
2/27/2022,25.17,26.55,24.06,91.46,4.01,Meurah Mulia,Aluvial,Rendah,Padi
2/28/2022,25.58,27.35,24,89.14,2.35,Meurah Mulia,Aluvial,Rendah,Padi
3/1/2022,25.91,27.7,24.68,89.05,2.36,Meurah Mulia,Aluvial,Rendah,Padi
3/2/2022,26.58,28.62,25.06,86.4,1.9,Meurah Mulia,Aluvial,Rendah,Padi
3/3/2022,26.33,28.36,24.77,85.88,1.91,Meurah Mulia,Aluvial,Rendah,Padi
3/4/2022,26.45,28.94,24.39,83.6,1.77,Meurah Mulia,Aluvial,Rendah,Padi
3/5/2022,25.37,26.95,24.24,87.88,2.25,Meurah Mulia,Aluvial,Rendah,Padi
3/6/2022,26.04,29.07,23.96,81.48,1.68,Meurah Mulia,Aluvial,Rendah,Padi
3/7/2022,26.82,29.01,25.02,79.5,0.84,Meurah Mulia,Aluvial,Rendah,Padi
3/8/2022,25.85,26.92,25.05,86.97,1.28,Meurah Mulia,Aluvial,Rendah,Padi
3/9/2022,27.17,30.39,24.78,79.87,1.19,Meurah Mulia,Aluvial,Rendah,Padi
3/10/2022,26.77,28.75,25.3,84.39,1.51,Meurah Mulia,Aluvial,Rendah,Padi
3/11/2022,26.24,27.94,25.08,88.36,2.76,Meurah Mulia,Aluvial,Rendah,Padi
3/12/2022,26.86,29.43,24.81,84.85,2.16,Meurah Mulia,Aluvial,Rendah,Padi
3/13/2022,26.64,29.12,24.25,84.74,1.72,Meurah Mulia,Aluvial,Rendah,Padi
3/14/2022,27.1,28.97,25.63,87.7,1.96,Meurah Mulia,Aluvial,Rendah,Padi
3/15/2022,27.45,29.87,25.37,85.95,2.18,Meurah Mulia,Aluvial,Rendah,Padi
3/16/2022,26.67,27.67,25.49,91.03,2.27,Meurah Mulia,Aluvial,Rendah,Padi
3/17/2022,26.91,29.61,24.74,85.03,1.59,Meurah Mulia,Aluvial,Rendah,Padi
3/18/2022,27.35,30.33,25.14,80.02,1.51,Meurah Mulia,Aluvial,Rendah,Padi
3/19/2022,26.36,28.26,25.26,87.04,1.73,Meurah Mulia,Aluvial,Rendah,Padi
3/20/2022,27.22,30.2,24.83,82.53,1.56,Meurah Mulia,Aluvial,Rendah,Padi
3/21/2022,27.05,29.27,25.31,79.04,1.24,Meurah Mulia,Aluvial,Rendah,Padi
3/22/2022,27.01,29.64,24.64,82.6,1.44,Meurah Mulia,Aluvial,Rendah,Padi
3/23/2022,27.29,29.61,25.94,83.02,1.35,Meurah Mulia,Aluvial,Rendah,Padi
3/24/2022,26.57,27.68,25.33,82.77,1.51,Meurah Mulia,Aluvial,Rendah,Padi
3/25/2022,27.35,30.13,25.25,77.34,1.21,Meurah Mulia,Aluvial,Rendah,Padi
3/26/2022,26.78,29.1,25.09,86.31,2.02,Meurah Mulia,Aluvial,Rendah,Padi
3/27/2022,26.82,28.91,25.26,88.14,2.28,Meurah Mulia,Aluvial,Rendah,Padi
3/28/2022,26.69,28.6,25.33,87.46,2.23,Meurah Mulia,Aluvial,Rendah,Padi
3/29/2022,26.66,28.74,25.09,86.99,2.1,Meurah Mulia,Aluvial,Rendah,Padi
3/30/2022,26.78,29.13,24.96,85.45,2.52,Meurah Mulia,Aluvial,Rendah,Padi
3/31/2022,26.49,28.48,25.19,86.06,1.98,Meurah Mulia,Aluvial,Rendah,Padi
4/1/2022,26.47,28.14,24.75,87.16,2.08,Meurah Mulia,Aluvial,Rendah,Padi
4/2/2022,26.63,28.85,25.02,83.99,2.1,Meurah Mulia,Aluvial,Rendah,Padi
4/3/2022,25.96,28.37,24.6,81.09,2.44,Meurah Mulia,Aluvial,Rendah,Padi
4/4/2022,25.82,27.24,24.38,83.19,1.71,Meurah Mulia,Aluvial,Rendah,Padi
4/5/2022,25.85,27.14,24.65,86.61,1.61,Meurah Mulia,Aluvial,Rendah,Padi
4/6/2022,26,28.13,24.33,85.33,2.16,Meurah Mulia,Aluvial,Rendah,Padi
4/7/2022,26.66,29.33,24.68,81.74,1.73,Meurah Mulia,Aluvial,Rendah,Padi
4/8/2022,26.59,29.11,25.11,84.07,1.88,Meurah Mulia,Aluvial,Rendah,Padi
4/9/2022,26.27,28.19,24.93,83.38,1.64,Meurah Mulia,Aluvial,Rendah,Padi
4/10/2022,27.18,30.04,24.85,80.61,1.69,Meurah Mulia,Aluvial,Rendah,Padi
4/11/2022,27.2,30.1,24.66,82.59,1.83,Meurah Mulia,Aluvial,Rendah,Padi
4/12/2022,27.2,29.59,25.29,82.26,1.75,Meurah Mulia,Aluvial,Rendah,Padi
4/13/2022,27.75,30.06,25.56,83.51,2.04,Meurah Mulia,Aluvial,Rendah,Padi
4/14/2022,27.73,29.78,26.24,86.63,2.6,Meurah Mulia,Aluvial,Rendah,Padi
4/15/2022,27.48,29.6,25.74,86.24,2.6,Meurah Mulia,Aluvial,Rendah,Padi
4/16/2022,27.53,29.44,26.07,85.73,2.22,Meurah Mulia,Aluvial,Rendah,Padi
4/17/2022,27.65,30.46,25.72,82.39,2.21,Meurah Mulia,Aluvial,Rendah,Padi
4/18/2022,27.71,30.23,25.3,80.71,1.62,Meurah Mulia,Aluvial,Rendah,Padi
4/19/2022,27.7,30,25.91,81.85,1.89,Meurah Mulia,Aluvial,Rendah,Padi
4/20/2022,27.36,30.13,25.56,80.26,1.83,Meurah Mulia,Aluvial,Rendah,Padi
4/21/2022,27.63,29.86,25.59,77.09,1.14,Meurah Mulia,Aluvial,Rendah,Padi
4/22/2022,27.69,29.91,25.93,82.64,1.69,Meurah Mulia,Aluvial,Rendah,Padi
4/23/2022,27.31,29.2,25.89,84.51,1.65,Meurah Mulia,Aluvial,Rendah,Padi
4/24/2022,27.3,28.98,25.64,84.02,1.26,Meurah Mulia,Aluvial,Rendah,Padi
4/25/2022,28.03,30.11,26.03,79.24,0.97,Meurah Mulia,Aluvial,Rendah,Padi
4/26/2022,27.62,28.95,26.71,83.36,1.09,Meurah Mulia,Aluvial,Rendah,Padi
4/27/2022,28.06,30.52,25.93,78.66,1.48,Meurah Mulia,Aluvial,Rendah,Padi
4/28/2022,28.12,30.64,26.28,83.41,1.79,Meurah Mulia,Aluvial,Rendah,Padi
4/29/2022,27.3,29.27,25.91,88.45,2.17,Meurah Mulia,Aluvial,Rendah,Padi
4/30/2022,27.71,30.27,25.79,84.05,2.1,Meurah Mulia,Aluvial,Rendah,Padi
5/1/2022,27.88,30.34,26.33,83.13,1.88,Meurah Mulia,Aluvial,Rendah,Padi
5/2/2022,27.6,30.25,25.71,82.39,1.79,Meurah Mulia,Aluvial,Rendah,Padi
5/3/2022,26.71,28.07,25.97,86.24,1.68,Meurah Mulia,Aluvial,Rendah,Padi
5/4/2022,27.31,29.79,25.72,83.41,1.6,Meurah Mulia,Aluvial,Rendah,Padi
5/5/2022,27.23,29.83,25.25,86.99,1.96,Meurah Mulia,Aluvial,Rendah,Padi
5/6/2022,27.49,29.48,26.14,85.82,1.76,Meurah Mulia,Aluvial,Rendah,Padi
5/7/2022,26.92,28.17,25.83,90.83,2.03,Meurah Mulia,Aluvial,Rendah,Padi
5/8/2022,27.49,29.12,26.17,87.69,1.85,Meurah Mulia,Aluvial,Rendah,Padi
5/9/2022,26.84,27.87,26.21,91.82,1.34,Meurah Mulia,Aluvial,Rendah,Padi
5/10/2022,28.07,30.69,26.35,84.33,1.07,Meurah Mulia,Aluvial,Rendah,Padi
5/11/2022,27.52,29.56,26.2,82.52,1.18,Meurah Mulia,Aluvial,Rendah,Padi
5/12/2022,27.93,30.07,26.08,81.27,1.06,Meurah Mulia,Aluvial,Rendah,Padi
5/13/2022,28.31,30.93,26.29,79.69,1.76,Meurah Mulia,Aluvial,Rendah,Padi
5/14/2022,27.95,30.44,25.66,81.19,1.55,Meurah Mulia,Aluvial,Rendah,Padi
5/15/2022,29.13,32.69,26.52,77.38,1.77,Meurah Mulia,Aluvial,Rendah,Padi
5/16/2022,28.54,31.59,26.04,73.36,1.12,Meurah Mulia,Aluvial,Rendah,Padi
5/17/2022,28.14,30.16,26.54,79.14,1.47,Meurah Mulia,Aluvial,Rendah,Padi
5/18/2022,27.83,29.56,26.34,80.64,1.25,Meurah Mulia,Aluvial,Rendah,Padi
5/19/2022,28.16,31.38,25.79,76.76,1.74,Meurah Mulia,Aluvial,Rendah,Padi
5/20/2022,27.81,29.97,25.77,78.69,1.91,Meurah Mulia,Aluvial,Rendah,Padi
5/21/2022,27.59,30.83,23.61,77.54,1.59,Meurah Mulia,Aluvial,Rendah,Padi
5/22/2022,27.37,30.51,24.82,80.27,1.5,Meurah Mulia,Aluvial,Rendah,Padi
5/23/2022,28.02,30.2,25.65,79.2,1.47,Meurah Mulia,Aluvial,Rendah,Padi
5/24/2022,27.86,31.19,25.56,79.04,1.47,Meurah Mulia,Aluvial,Rendah,Padi
5/25/2022,27.53,29.15,25.95,77.79,1.29,Meurah Mulia,Aluvial,Rendah,Padi
5/26/2022,27.57,30.33,24.9,77.74,1.15,Meurah Mulia,Aluvial,Rendah,Padi
5/27/2022,26.48,29.87,22.99,82.83,2.53,Meurah Mulia,Aluvial,Rendah,Padi
5/28/2022,26.77,30.72,22.53,81.17,1.74,Meurah Mulia,Aluvial,Rendah,Padi
5/29/2022,26.88,29.42,24.57,79.89,1.89,Meurah Mulia,Aluvial,Rendah,Padi
5/30/2022,26.98,29.93,24.06,81.06,2.29,Meurah Mulia,Aluvial,Rendah,Padi
5/31/2022,26.92,30.04,24.17,82.57,2.26,Meurah Mulia,Aluvial,Rendah,Padi
6/1/2022,26.8,30.14,24.16,79.66,1.98,Meurah Mulia,Aluvial,Rendah,Padi
6/2/2022,26.81,29.38,23.95,79.77,1.22,Meurah Mulia,Aluvial,Rendah,Padi
6/3/2022,27.13,29.29,24.93,79.39,1.13,Meurah Mulia,Aluvial,Rendah,Padi
6/4/2022,27.23,28.7,25.42,81.93,1.33,Meurah Mulia,Aluvial,Rendah,Padi
6/5/2022,27.7,30.34,25.54,80.58,1.71,Meurah Mulia,Aluvial,Rendah,Padi
6/6/2022,27.47,29.63,25.47,77.79,1.83,Meurah Mulia,Aluvial,Rendah,Padi
6/7/2022,27.19,29.81,24.52,76.1,1.54,Meurah Mulia,Aluvial,Rendah,Padi
6/8/2022,27.6,30.19,25.54,75.05,1.64,Meurah Mulia,Aluvial,Rendah,Padi
6/9/2022,27.35,29.81,25.19,79.72,1.5,Meurah Mulia,Aluvial,Rendah,Padi
6/10/2022,27.28,29.67,25.26,78.78,1.55,Meurah Mulia,Aluvial,Rendah,Padi
6/11/2022,26.89,29.13,25.28,80.8,1.6,Meurah Mulia,Aluvial,Rendah,Padi
6/12/2022,28.08,30.34,25.57,73.57,1.05,Meurah Mulia,Aluvial,Rendah,Padi
6/13/2022,27.8,29.35,25.99,77.31,1.19,Meurah Mulia,Aluvial,Rendah,Padi
6/14/2022,27.28,29.34,25.5,79.07,1.06,Meurah Mulia,Aluvial,Rendah,Padi
6/15/2022,26.82,28.17,25.69,86.74,1.97,Meurah Mulia,Aluvial,Rendah,Padi
6/16/2022,27.14,29.56,25.03,80.48,1.54,Meurah Mulia,Aluvial,Rendah,Padi
6/17/2022,27.57,29.41,26.4,79.64,0.99,Meurah Mulia,Aluvial,Rendah,Padi
6/18/2022,27.54,29.5,25.67,82.43,1.4,Meurah Mulia,Aluvial,Rendah,Padi
6/19/2022,26.8,28.84,25.14,81.82,1.67,Meurah Mulia,Aluvial,Rendah,Padi
6/20/2022,27.5,30.02,25.32,78.65,1.31,Meurah Mulia,Aluvial,Rendah,Padi
6/21/2022,26.29,27.12,25.26,88.4,2.01,Meurah Mulia,Aluvial,Rendah,Padi
6/22/2022,26.14,28.06,24.83,84.73,1.39,Meurah Mulia,Aluvial,Rendah,Padi
6/23/2022,27.11,29.6,25.17,79.41,1.03,Meurah Mulia,Aluvial,Rendah,Padi
6/24/2022,26.64,28.47,24.89,81.89,1.3,Meurah Mulia,Aluvial,Rendah,Padi
6/25/2022,27.27,29.38,25.55,81.54,1.51,Meurah Mulia,Aluvial,Rendah,Padi
6/26/2022,26.98,29.38,25.09,79.58,1.32,Meurah Mulia,Aluvial,Rendah,Padi
6/27/2022,27.55,29.11,26.07,76.3,0.78,Meurah Mulia,Aluvial,Rendah,Padi
6/28/2022,27.96,30.08,25.68,73.52,1.03,Meurah Mulia,Aluvial,Rendah,Padi
6/29/2022,27.81,30.47,25.85,77.26,1.23,Meurah Mulia,Aluvial,Rendah,Padi
6/30/2022,27.79,31.84,24.3,73.91,1.5,Meurah Mulia,Aluvial,Rendah,Padi
7/1/2022,27.3,29.17,25.39,82.47,1.5,Meurah Mulia,Aluvial,Rendah,Padi
7/2/2022,27.96,30.33,26,77.78,1.11,Meurah Mulia,Aluvial,Rendah,Padi
7/3/2022,28.04,31.39,25.59,76.55,0.98,Meurah Mulia,Aluvial,Rendah,Padi
7/4/2022,27.26,30.61,25.33,80.9,1.01,Meurah Mulia,Aluvial,Rendah,Padi
7/5/2022,26.83,28.76,24.79,84.32,1.44,Meurah Mulia,Aluvial,Rendah,Padi
7/6/2022,27.16,29.61,24.85,80.83,1.19,Meurah Mulia,Aluvial,Rendah,Padi
7/7/2022,28.47,31.46,25.84,76.24,1.26,Meurah Mulia,Aluvial,Rendah,Padi
7/8/2022,28.09,30.17,26.51,81.14,1.17,Meurah Mulia,Aluvial,Rendah,Padi
7/9/2022,27.92,30.75,25.25,75.72,0.57,Meurah Mulia,Aluvial,Rendah,Padi
7/10/2022,27.99,31.45,24.65,74.2,1.13,Meurah Mulia,Aluvial,Rendah,Padi
7/11/2022,27.65,31.81,24.79,78.98,1.49,Meurah Mulia,Aluvial,Rendah,Padi
7/12/2022,26.64,29.13,24.28,79.5,1.35,Meurah Mulia,Aluvial,Rendah,Padi
7/13/2022,27.22,29.82,24.83,76.34,1.28,Meurah Mulia,Aluvial,Rendah,Padi
7/14/2022,27.77,30.58,25.31,77.55,1.31,Meurah Mulia,Aluvial,Rendah,Padi
7/15/2022,27.74,30.6,24.87,77.68,1.11,Meurah Mulia,Aluvial,Rendah,Padi
7/16/2022,27.27,28.63,25.87,84.65,1.38,Meurah Mulia,Aluvial,Rendah,Padi
7/17/2022,27.28,28.95,25.88,81.74,0.98,Meurah Mulia,Aluvial,Rendah,Padi
7/18/2022,27.46,29.17,26.28,81.45,1.18,Meurah Mulia,Aluvial,Rendah,Padi
7/19/2022,27.21,29.16,25.62,84.76,2.15,Meurah Mulia,Aluvial,Rendah,Padi
7/20/2022,27.83,31.12,25.08,76.13,1.15,Meurah Mulia,Aluvial,Rendah,Padi
7/21/2022,26.8,28.87,24.94,83.35,1.47,Meurah Mulia,Aluvial,Rendah,Padi
7/22/2022,27.92,31.06,25.43,76.57,1.27,Meurah Mulia,Aluvial,Rendah,Padi
7/23/2022,27.63,30.39,25.75,79.93,1.24,Meurah Mulia,Aluvial,Rendah,Padi
7/24/2022,27,28.98,25.17,85.04,1.94,Meurah Mulia,Aluvial,Rendah,Padi
7/25/2022,26.18,27.52,25.34,85.93,1.88,Meurah Mulia,Aluvial,Rendah,Padi
7/26/2022,26.56,27.95,25.3,87.19,2.35,Meurah Mulia,Aluvial,Rendah,Padi
7/27/2022,26.87,28.76,25.24,86.62,2.27,Meurah Mulia,Aluvial,Rendah,Padi
7/28/2022,26.76,28.46,25.03,83.38,1.33,Meurah Mulia,Aluvial,Rendah,Padi
7/29/2022,27.15,30.18,25.51,80.44,1.8,Meurah Mulia,Aluvial,Rendah,Padi
7/30/2022,27.02,28.49,25.22,82.34,1.32,Meurah Mulia,Aluvial,Rendah,Padi
7/31/2022,27.89,30.33,26.16,85.56,1.73,Meurah Mulia,Aluvial,Rendah,Padi
